,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url
651,Dawn of Discovery,23-Jun-09,9.99,"200,000-500,000","Blue Byte, Related Designs",Ubisoft,0.0,0.0,82.0,9012,Simulation,E10,Wii,7.9,,,0.19,0.12,0.06,,0.01,2009.0,http://www.vgchartz.com/game/32231/dawn-of-discovery/?region=All,/games/boxart/full_8891168AmericaFrontccc.jpg
652,Dawn of Discovery,23-Jun-09,9.99,"200,000-500,000","Blue Byte, Related Designs",Ubisoft,0.0,0.0,82.0,11959,Simulation,E,DS,7.9,,,0.11,0.07,0.03,,0.01,2009.0,http://www.vgchartz.com/game/32232/dawn-of-discovery/?region=All,/games/boxart/full_5930186AmericaFrontccc.jpg
653,Dawn of Discovery,23-Jun-09,9.99,"200,000-500,000","Blue Byte, Related Designs",Ubisoft,0.0,0.0,82.0,27885,Simulation,T,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/32233/dawn-of-discovery/?region=All,/games/boxart/full_2755475AmericaFrontccc.jpg
654,Men of War,6-May-09,4.99,"200,000-500,000",Best Way,"1C Entertainment, 1C-SoftClub",0.0,0.0,80.0,16670,Strategy,M,PC,9.0,,,0.03,0.01,0.02,,0.0,2009.0,http://www.vgchartz.com/game/26389/men-of-war/?region=All,/games/boxart/full_men-of-war_605AmericaFront.jpg
655,AI War: Fleet Command,21-Oct-09,9.99,"200,000-500,000","Arcen Games, LLC","Arcen Games, LLC",0.0,0.0,80.0,5822,Strategy,,PC,,,0.37,,,,,,2009.0,http://www.vgchartz.com/game/40224/ai-war-fleet-command/?region=All,/games/boxart/full_5805983AmericaFrontccc.jpg
656,Altitude,4-Dec-09,,"200,000-500,000",Nimbly Games,Nimbly Games,0.0,0.0,79.0,22519,Action,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/40648/altitude/?region=All,/games/boxart/full_3350423AmericaFrontccc.jpg
657,King's Bounty: The Legend,1-May-09,6.99,"200,000-500,000",1C Entertainment,1C Entertainment,0.0,0.0,79.0,20742,Strategy,,PC,8.4,,,0.0,,0.0,,0.0,2008.0,http://www.vgchartz.com/game/18062/kings-bounty-the-legend/?region=All,/games/boxart/full_2857471AmericaFrontccc.jpg
658,Call of Juarez: Bound in Blood,2-Jul-09,9.99,"200,000-500,000",Techland,Techland Publishing,8.0,2.0,78.0,2731,Shooter,M,PS3,7.7,,,0.88,0.35,0.38,0.01,0.15,2009.0,http://www.vgchartz.com/game/30702/call-of-juarez-bound-in-blood/?region=All,/games/boxart/full_732552AmericaFrontccc.jpg
659,Call of Juarez: Bound in Blood,2-Jul-09,9.99,"200,000-500,000",Techland,Techland Publishing,8.0,2.0,78.0,3841,Shooter,M,X360,7.6,,,0.6,0.3,0.24,0.0,0.06,2009.0,http://www.vgchartz.com/game/30701/call-of-juarez-bound-in-blood/?region=All,/games/boxart/full_3344562AmericaFrontccc.jpg
660,Call of Juarez: Bound in Blood,2-Jul-09,9.99,"200,000-500,000",Techland,Techland Publishing,8.0,2.0,78.0,16565,Shooter,M,PC,,,,0.03,,0.03,,0.0,2009.0,http://www.vgchartz.com/game/30703/call-of-juarez-bound-in-blood/?region=All,/games/boxart/full_8687692AmericaFrontccc.jpg
661,Devil May Cry 4,22-Dec-09,19.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,78.0,1382,Action,M,PS3,8.2,8.2,,1.58,0.58,0.45,0.34,0.2,2008.0,http://www.vgchartz.com/game/7683/devil-may-cry-4/?region=All,/games/boxart/full_1783749AmericaFrontccc.jpg
662,Devil May Cry 4,22-Dec-09,19.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,78.0,1706,Action,M,X360,8.5,,,1.34,0.79,0.34,0.08,0.13,2008.0,http://www.vgchartz.com/game/7684/devil-may-cry-4/?region=All,/games/boxart/full_7623118AmericaFrontccc.jpg
663,Devil May Cry 4,22-Dec-09,19.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,78.0,6746,Action,M,PC,7.5,,0.3,,,,,,2008.0,http://www.vgchartz.com/game/14143/devil-may-cry-4/?region=All,/games/boxart/137826ccc.jpg
664,Devil May Cry 4,22-Dec-09,19.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,78.0,28319,Action,M,XBL,,,,,,,,,2009.0,http://www.vgchartz.com/game/41723/devil-may-cry-4/?region=All,/games/boxart/full_7636254AmericaFrontccc.jpg
665,Medal of Honor: Airborne,6-Oct-09,9.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,78.0,1915,Shooter,T,PS3,,,,1.21,0.25,0.7,0.03,0.24,2007.0,http://www.vgchartz.com/game/13441/medal-of-honor-airborne/?region=All,/games/boxart/full_5904156AmericaFrontccc.jpg
666,Medal of Honor: Airborne,6-Oct-09,9.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,78.0,2176,Shooter,T,X360,,,,1.1,0.45,0.52,0.01,0.12,2007.0,http://www.vgchartz.com/game/6994/medal-of-honor-airborne/?region=All,/games/boxart/full_5405102AmericaFrontccc.jpg
667,Medal of Honor: Airborne,6-Oct-09,9.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,78.0,14924,Shooter,T,PC,,,,0.05,0.0,0.04,,0.01,2007.0,http://www.vgchartz.com/game/21980/medal-of-honor-airborne/?region=All,/games/boxart/8986536ccc.jpg
668,Medal of Honor: Airborne,6-Oct-09,9.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,78.0,37395,Shooter,T,XBL,,,,,,,,,2010.0,http://www.vgchartz.com/game/42914/medal-of-honor-airborne/?region=All,/games/boxart/full_2884764AmericaFrontccc.jpg
669,Red Faction,5-Aug-09,9.99,"200,000-500,000",Volition,THQ Nordic,0.0,0.0,78.0,1066,Shooter,M,PS2,9.1,,,1.92,0.76,0.96,,0.2,2001.0,http://www.vgchartz.com/game/6408/red-faction/?region=All,/games/boxart/8683740ccc.jpg
670,Red Faction,5-Aug-09,9.99,"200,000-500,000",Volition,THQ Nordic,0.0,0.0,78.0,21195,Shooter,M,PC,8.1,,,0.0,,0.0,,,2001.0,http://www.vgchartz.com/game/13226/red-faction/?region=All,/games/boxart/5234908ccc.jpg
671,Red Faction,5-Aug-09,9.99,"200,000-500,000",Volition,THQ Nordic,0.0,0.0,78.0,42630,Shooter,M,NGage,5.4,,,,,,,,2003.0,http://www.vgchartz.com/game/23628/red-faction/?region=All,/games/boxart/full_red-faction_135AmericaFront.jpg
672,Zeno Clash,21-Apr-09,9.99,"200,000-500,000",ACE Team,ACE Team,0.0,0.0,77.0,6439,Shooter,T,PC,,,0.32,,,,,,2009.0,http://www.vgchartz.com/game/25352/zeno-clash/?region=All,/games/boxart/full_7823349AmericaFrontccc.jpg
673,Zeno Clash,21-Apr-09,9.99,"200,000-500,000",ACE Team,ACE Team,0.0,0.0,77.0,52349,Misc,,X360,,,,,,,,,2010.0,http://www.vgchartz.com/game/71668/zeno-clash/?region=All,/games/boxart/default.jpg
674,Men of War: Red Tide,1-Nov-09,4.99,"200,000-500,000",1C Entertainment,"1C Entertainment, 1C-SoftClub",0.0,0.0,77.0,19974,Strategy,T,PC,,,,0.0,,0.0,,0.0,2009.0,http://www.vgchartz.com/game/40380/men-of-war-red-tide/?region=All,/games/boxart/full_men-of-war-red-tide_2PALFront.jpg
675,Command & Conquer 3: Kane's Wrath,13-Nov-09,19.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,77.0,7857,Strategy,T,X360,7.0,,,0.24,0.16,0.06,,0.02,2008.0,http://www.vgchartz.com/game/24224/command-amp-conquer-3-kanes-wrath/?region=All,/games/boxart/9930720ccc.jpg
676,Command & Conquer 3: Kane's Wrath,13-Nov-09,19.99,"200,000-500,000",EA Los Angeles,Electronic Arts,0.0,0.0,77.0,18254,Strategy,T,PC,,,,0.02,,0.02,,0.0,2008.0,http://www.vgchartz.com/game/15705/command-amp-conquer-3-kanes-wrath/?region=All,/games/boxart/2954259ccc.jpg
677,Call of Cthulhu: Dark Corners of the Earth,16-Jun-09,4.99,"200,000-500,000",Headfirst Productions,Bethesda Softworks,0.0,0.0,76.0,14428,Adventure,M,XB,,,,0.06,0.05,0.01,,0.0,2005.0,http://www.vgchartz.com/game/297/call-of-cthulhu-dark-corners-of-the-earth/?region=All,/games/boxart/3976232ccc.jpg
678,Call of Cthulhu: Dark Corners of the Earth,16-Jun-09,4.99,"200,000-500,000",Headfirst Productions,Bethesda Softworks,0.0,0.0,76.0,20722,Adventure,M,PC,,,,0.0,,0.0,,0.0,2006.0,http://www.vgchartz.com/game/25210/call-of-cthulhu-dark-corners-of-the-earth/?region=All,/games/boxart/full_540693AmericaFrontccc.jpg
679,Call of Cthulhu: Dark Corners of the Earth,16-Jun-09,4.99,"200,000-500,000",Headfirst Productions,Bethesda Softworks,0.0,0.0,76.0,25707,Adventure,,PS2,,,,,,,,,2013.0,http://www.vgchartz.com/game/32011/call-of-cthulhu-dark-corners-of-the-earth/?region=All,/games/boxart/full_2198353PALFrontccc.jpg
680,Evil Genius,22-Jun-09,9.99,"200,000-500,000",Elixir Studios,Rebellion,1.0,0.0,75.0,18503,Strategy,T,PC,,,,0.01,,0.01,,0.0,2004.0,http://www.vgchartz.com/game/24587/evil-genius/?region=All,/games/boxart/9588415ccc.jpg
681,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,5875,Action,E10,Wii,7.6,,,0.37,0.16,0.17,,0.04,2009.0,http://www.vgchartz.com/game/30851/mini-ninjas/?region=All,/games/boxart/full_8625218AmericaFrontccc.jpg
682,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,6112,Action,E10,PS3,7.4,,,0.34,0.14,0.15,,0.06,2009.0,http://www.vgchartz.com/game/30848/mini-ninjas/?region=All,/games/boxart/full_mini-ninjas_383AmericaFront.jpg
683,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,6133,Action,E10,DS,,,,0.34,0.16,0.15,,0.04,2009.0,http://www.vgchartz.com/game/30850/mini-ninjas/?region=All,/games/boxart/full_8363169AmericaFrontccc.jpg
684,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,6828,Action,E10,X360,,,,0.29,0.12,0.14,,0.03,2009.0,http://www.vgchartz.com/game/30849/mini-ninjas/?region=All,/games/boxart/full_6041209AmericaFrontccc.jpg
685,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,17992,Action,E10,PC,,,,0.02,,0.02,,0.0,2009.0,http://www.vgchartz.com/game/30852/mini-ninjas/?region=All,/games/boxart/full_9874313AmericaFrontccc.jpg
686,Mini Ninjas,8-Sep-09,9.99,"200,000-500,000",IO Interactive,Square Enix,38.0,12.0,74.0,37996,Action,E10,XBL,,,,,,,,,2011.0,http://www.vgchartz.com/game/50097/mini-ninjas/?region=All,/games/boxart/full_mini-ninjas_247AmericaFront.jpg
687,Grand Ages: Rome,20-Mar-09,9.99,"200,000-500,000",Haemimont Games,Kalypso Media Digital,0.0,0.0,72.0,20633,Strategy,T,PC,,,,0.0,,0.0,,0.0,2009.0,http://www.vgchartz.com/game/32135/grand-ages-rome/?region=All,/games/boxart/full_255035AmericaFrontccc.jpg
688,Order of War,17-Sep-09,7.99,"200,000-500,000",Wargaming.net,Square Enix,0.0,0.0,69.0,17767,Strategy,T,PC,,,,0.02,0.0,0.01,,0.0,2009.0,http://www.vgchartz.com/game/33575/order-of-war/?region=All,/games/boxart/full_6969703AmericaFrontccc.jpg
689,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,4710,Adventure,M,PS3,7.0,,0.48,,,,,,2009.0,http://www.vgchartz.com/game/13804/bionic-commando/?region=All,/games/boxart/full_9714244AmericaFrontccc.jpg
690,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,5782,Adventure,M,X360,7.1,8.0,0.38,,,,,,2009.0,http://www.vgchartz.com/game/13812/bionic-commando/?region=All,/games/boxart/full_5864102AmericaFrontccc.jpg
691,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,21146,Adventure,M,PC,,,,0.0,,0.0,,0.0,2009.0,http://www.vgchartz.com/game/25165/bionic-commando/?region=All,/games/boxart/full_3781945AmericaFrontccc.jpg
692,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,24544,Platform,,NES,,,,,,,,,1988.0,http://www.vgchartz.com/game/13924/bionic-commando/?region=All,/games/boxart/8278065ccc.jpg
693,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,24545,Platform,,GB,,,,,,,,,1992.0,http://www.vgchartz.com/game/16183/bionic-commando/?region=All,/games/boxart/4697929ccc.jpg
694,Bionic Commando,28-Jul-09,9.99,"200,000-500,000",Capcom,Capcom,0.0,0.0,69.0,24546,Platform,,3DS,,,,,,,,,1992.0,http://www.vgchartz.com/game/70230/bionic-commando/?region=All,/games/boxart/full_bionic-commando_638AmericaFront.png
695,Velvet Assassin,1-May-09,1.99,"200,000-500,000",Replay Studios,Missing Link Games,0.0,0.0,61.0,9482,Shooter,M,X360,5.3,,,0.18,0.14,0.02,0.01,0.01,2009.0,http://www.vgchartz.com/game/23754/velvet-assassin/?region=All,/games/boxart/full_9754156AmericaFrontccc.jpg
696,Velvet Assassin,1-May-09,1.99,"200,000-500,000",Replay Studios,Missing Link Games,0.0,0.0,61.0,20704,Shooter,M,PC,6.2,,,0.0,,0.0,,0.0,2009.0,http://www.vgchartz.com/game/23755/velvet-assassin/?region=All,/games/boxart/full_9620848AmericaFrontccc.jpg
697,Rise of the Argonauts,7-Jan-09,9.99,"200,000-500,000",Liquid Entertainment,Codemasters,1.0,0.0,59.0,8965,Action,M,PS3,5.3,,,0.19,0.05,0.12,,0.03,2008.0,http://www.vgchartz.com/game/23967/rise-of-the-argonauts/?region=All,/games/boxart/6374551ccc.jpg
698,Rise of the Argonauts,7-Jan-09,9.99,"200,000-500,000",Liquid Entertainment,Codemasters,1.0,0.0,59.0,9651,Action,M,X360,5.2,,,0.17,0.03,0.12,,0.01,2008.0,http://www.vgchartz.com/game/23969/rise-of-the-argonauts/?region=All,/games/boxart/9636896ccc.jpg
699,Rise of the Argonauts,7-Jan-09,9.99,"200,000-500,000",Liquid Entertainment,Codemasters,1.0,0.0,59.0,19161,Role-Playing,M,PC,5.0,,,0.01,,0.01,,0.0,2008.0,http://www.vgchartz.com/game/23968/rise-of-the-argonauts/?region=All,/games/boxart/9628133ccc.jpg
700,Hospital Tycoon,13-Feb-09,4.99,"200,000-500,000",Deep Red Limited,Codemasters,0.0,0.0,51.0,19112,Strategy,E10,PC,4.0,,,0.01,,0.01,,0.0,2007.0,http://www.vgchartz.com/game/39770/hospital-tycoon/?region=All,/games/boxart/full_7833238AmericaFrontccc.jpg
701,Painkiller: Resurrection,27-Oct-09,9.99,"200,000-500,000",Homegrown Games,THQ Nordic,0.0,0.0,38.0,40372,Shooter,M,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/33490/painkiller-resurrection/?region=All,/games/boxart/full_1878129AmericaFrontccc.jpg
702,Alien Shooter,27-May-09,4.99,"200,000-500,000",Sigma Team Inc.,Sigma Team Inc.,0.0,0.0,,22368,Shooter,,PC,,,,,,,,,2003.0,http://www.vgchartz.com/game/43254/alien-shooter/?region=All,/games/boxart/full_alien-shooter_742AmericaFront.jpg
703,Indiana Jones and the Fate of Atlantis,8-Jul-09,5.99,"200,000-500,000",LucasArts,"LucasArts, Lucasfilm, Disney Interactive",0.0,0.0,,34137,Adventure,,PC,,,,,,,,,1992.0,http://www.vgchartz.com/game/15463/indiana-jones-and-the-fate-of-atlantis/?region=All,/games/boxart/full_8437845AmericaFrontccc.jpg
704,Tropico Reloaded,26-Jul-09,6.99,"200,000-500,000","PopTop Software, BreakAway Games, Frog City Software",Kalypso Media Digital,0.0,0.0,,17396,Strategy,T,PC,,,,0.02,,0.02,,0.0,2009.0,http://www.vgchartz.com/game/36848/tropico-reloaded/?region=All,/games/boxart/full_8734878AmericaFrontccc.jpg
705,Samorost 2,10-Dec-09,4.99,"200,000-500,000",Amanita Design,Amanita Design,0.0,0.0,,43616,Adventure,,PC,,,,,,,,,2005.0,http://www.vgchartz.com/game/41771/samorost-2/?region=All,/games/boxart/full_samorost-2_249AmericaFront.jpg
706,Alien Shooter 2: Reloaded,27-May-09,4.99,"200,000-500,000",Sigma Team Inc.,Sigma Team Inc.,0.0,0.0,,22370,Shooter,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/43255/alien-shooter-2-reloaded/?region=All,/games/boxart/full_alien-shooter-2-reloaded_2AmericaFront.jpg
707,Nation Red,3-Sep-09,1.99,"200,000-500,000",DiezelPower,DiezelPower,0.0,0.0,,38981,Shooter,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/38561/nation-red/?region=All,/games/boxart/default.jpg
708,Nation Red,23-Aug-10,1.99,"200,000-500,000",DiezelPower,DiezelPower,0.0,0.0,,38981,Shooter,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/38561/nation-red/?region=All,/games/boxart/default.jpg
709,Hammerfight,19-Sep-09,4.99,"200,000-500,000",Konstantin Koshutin,KranX Productions,0.0,0.0,,32945,Action,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/40379/hammerfight/?region=All,/games/boxart/full_503231AmericaFrontccc.jpg
710,Obulis,19-Mar-09,4.99,"200,000-500,000",IonFX,Meridian4,0.0,0.0,,39783,Puzzle,,PC,,,,,,,,,2009.0,http://www.vgchartz.com/game/35934/obulis/?region=All,/games/boxart/full_5725059AmericaFrontccc.jpg
