game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,Rank,Genre,ESRB_Rating,Platform,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,url,img_url,metascore,userscore
Kingdom Come: Deliverance,13-Feb-18,29.99,"1,000,000-2,000,000",Warhorse Studios,"Warhorse Studios, Deep Silver",129,123,2152,Role-Playing,M,PC,,,1.1,,,,,,2018,http://www.vgchartz.com/game/79058/kingdom-come-deliverance/?region=All,/games/boxart/full_255791PALFrontccc.jpg,76,8
Kingdom Come: Deliverance,13-Feb-18,29.99,"1,000,000-2,000,000",Warhorse Studios,"Warhorse Studios, Deep Silver",129,123,4165,Role-Playing,M,PS4,,,,0.56,0.18,0.28,,0.09,2018,http://www.vgchartz.com/game/79056/kingdom-come-deliverance/?region=All,/games/boxart/full_766638AmericaFrontccc.jpg,69,7.2
Kingdoms and Castles,20-Jul-17,9.99,"500,000-1,000,000","Lion Shield, LLC","Lion Shield, LLC",152,50,4098,Simulation,,PC,,,0.56,,,,,,2003,http://www.vgchartz.com/game/220654/kingdoms-and-castles/?region=All,/games/boxart/full_6783421AmericaFrontccc.jpg,72,7.1
Kingdoms of Amalur: Reckoning,7-Feb-12,19.99,"500,000-1,000,000","Big Huge Games, 38 Studios","38 Studios, Electronic Arts",835,278,2504,Role-Playing,M,PC,,,0.96,,,,,,2012,http://www.vgchartz.com/game/46226/kingdoms-of-amalur-reckoning/?region=All,/games/boxart/full_7297792AmericaFrontccc.jpg,81,6.6
Kingdoms of Amalur: Reckoning,7-Feb-12,19.99,"500,000-1,000,000","Big Huge Games, 38 Studios","38 Studios, Electronic Arts",835,278,2758,Role-Playing,M,X360,,,,0.87,0.55,0.24,0.01,0.07,2012,http://www.vgchartz.com/game/46225/kingdoms-of-amalur-reckoning/?region=All,/games/boxart/full_9794831AmericaFrontccc.jpg,80,7.8
Kingdoms of Amalur: Reckoning,7-Feb-12,19.99,"500,000-1,000,000","Big Huge Games, 38 Studios","38 Studios, Electronic Arts",835,278,2815,Role-Playing,,PS3,,,,0.85,0.37,0.29,0.09,0.1,2012,http://www.vgchartz.com/game/46224/kingdoms-of-amalur-reckoning/?region=All,/games/boxart/default.jpg,81,7.7
King's Bounty: Armored Princess,19-Nov-09,9.99,"200,000-500,000",Katauri Interactive,1C Entertainment,0,0,19078,Strategy,,PC,,,,0.01,,0.01,,0,2009,http://www.vgchartz.com/game/40507/kings-bounty-armored-princess/?region=All,/games/boxart/full_5109276PALFrontccc.jpg,82,8.6
King's Bounty: Crossworlds,17-Sep-10,14.99,"200,000-500,000",Katauri Interactive,1C Entertainment,0,0,35394,Strategy,T,PC,,,,,,,,,2010,http://www.vgchartz.com/game/48176/kings-bounty-crossworlds/?region=All,/games/boxart/full_kings-bounty-crossworlds_6AmericaFront.jpg,78,8.5
King's Bounty: Dark Side,19-Aug-14,12.99,"100,000-200,000",1C-SoftClub,1C Entertainment,0,0,35395,Role-Playing,,PC,,,,,,,,,2014,http://www.vgchartz.com/game/84264/kings-bounty-dark-side/?region=All,/games/boxart/full_9857211AmericaFrontccc.jpg,73,6.3
King's Bounty: The Legend,1-May-09,6.99,"200,000-500,000",1C Entertainment,1C Entertainment,0,0,20742,Strategy,,PC,8.4,,,0,,0,,0,2008,http://www.vgchartz.com/game/18062/kings-bounty-the-legend/?region=All,/games/boxart/full_2857471AmericaFrontccc.jpg,79,8.7
King's Bounty: Warriors of the North,25-Oct-12,9.99,"200,000-500,000",1C-SoftClub,1C Entertainment,0,0,9858,Role-Playing,,PC,,,0.16,,,,,,2006,http://www.vgchartz.com/game/223881/kings-bounty-warriors-of-the-north/?region=All,/games/boxart/full_500025AmericaFrontccc.jpg,74,7.1
Knee Deep,6-Jul-15,19.99,"20,000-50,000",Prologue Games,Prologue Games,0,0,54058,Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/220470/knee-deep/?region=All,/games/boxart/default.jpg,54,tbd
Knights of Honor,4-Feb-09,9.99,"100,000-200,000",Black Sea Studios Ltd,Paradox Interactive,0,0,16851,Strategy,E10,PC,,,,0.03,,0.03,,0,2005,http://www.vgchartz.com/game/36691/knights-of-honor/?region=All,/games/boxart/full_3856350AmericaFrontccc.jpg,77,8.8
Knock-knock,4-Oct-13,9.99,"100,000-200,000",Ice-Pick Lodge,Ice-Pick Lodge,95,95,35556,Misc,,PC,,,,,,,,,2004,http://www.vgchartz.com/game/76520/knock-knock/?region=All,/games/boxart/default.jpg,57,8.3
Kohan II: Kings of War,21-Sep-04,9.99,"20,000-50,000",TimeGate Studios,TimeGate Studios,0,0,35591,Strategy,,PC,,,,,,,,,2004,http://www.vgchartz.com/game/33626/kohan-ii-kings-of-war/?region=All,/games/boxart/full_834412AmericaFrontccc.jpg,81,7.7
Krater,12-Jun-12,14.99,"100,000-200,000",Fatshark,Fatshark,0,0,9374,Role-Playing,,PC,,,0.18,,,,,,2012,http://www.vgchartz.com/game/68353/krater/?region=All,/games/boxart/full_3338470AmericaFrontccc.jpg,52,7.1
Kyn,28-Jul-15,19.99,"0-20,000",Tangrin Entertainment,Versus Evil,0,0,35780,Role-Playing,,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85583/kyn/?region=All,/games/boxart/default.jpg,58,5.3
L.A. Noire,8-Nov-11,19.99,"1,000,000-2,000,000","Team Bondi, Rockstar Leeds",Rockstar Games,42,14,510,Adventure,M,PS3,9.1,,,3.21,1.29,1.31,0.12,0.49,2011,http://www.vgchartz.com/game/33961/la-noire/?region=All,/games/boxart/full_la-noire_75AmericaFront.jpg,89,7.8
L.A. Noire,8-Nov-11,19.99,"1,000,000-2,000,000","Team Bondi, Rockstar Leeds",Rockstar Games,42,14,654,Adventure,M,X360,9.1,,,2.73,1.55,0.92,0.02,0.24,2011,http://www.vgchartz.com/game/47563/la-noire/?region=All,/games/boxart/full_la-noire_47AmericaFront.jpg,89,7.9
L.A. Noire,8-Nov-11,19.99,"1,000,000-2,000,000","Team Bondi, Rockstar Leeds",Rockstar Games,42,14,3836,Adventure,M,PS4,,,,0.6,0.18,0.32,,0.1,2017,http://www.vgchartz.com/game/202279/la-noire/?region=All,/games/boxart/full_6235034AmericaFrontccc.jpg,76,8
LA Cops,13-Mar-15,14.99,"20,000-50,000",Modern Dream,Team17 Digital Ltd,0,0,35811,Shooter,M,PC,,,,,,,,,2015,http://www.vgchartz.com/game/83827/la-cops/?region=All,/games/boxart/full_823310AmericaFrontccc.jpg,45,6.1
La-Mulana 2,30-Jul-18,24.99,"20,000-50,000",NIGORO,AGM PLAYISM,0,0,35818,Platform,,PC,,,,,,,,,2018,http://www.vgchartz.com/game/78458/la-mulana-2/?region=All,/games/boxart/full_9735843AmericaFrontccc.jpg,78,7.5
Lara Croft and the Guardian of Light,28-Sep-10,9.99,"1,000,000-2,000,000",Crystal Dynamics,Square Enix,0,0,4206,Adventure,T,PC,8.3,,0.55,,,,,,2010,http://www.vgchartz.com/game/43825/lara-croft-and-the-guardian-of-light/?region=All,/games/boxart/full_lara-croft-and-the-guardian-of-light_10AmericaFront.jpg,82,8.1
Late Shift,18-Apr-17,12.99,"200,000-500,000",CtrlMovie,Wales Interactive,0,0,54097,Adventure,,PS4,,,,,,,,,,http://www.vgchartz.com/game/220461/late-shift/?region=All,/games/boxart/full_8975391AmericaFrontccc.jpg,59,6.9
Lead and Gold: Gangs of the Wild West,8-Apr-10,9.99,"500,000-1,000,000",Fatshark,Fatshark,0,0,35939,Shooter,M,PC,,,,,,,,,2010,http://www.vgchartz.com/game/39845/lead-and-gold-gangs-of-the-wild-west/?region=All,/games/boxart/full_6310349AmericaFrontccc.jpg,70,8.3
Left 4 Dead,17-Nov-08,9.99,"5,000,000-10,000,000",Valve,Valve,88,73,450,Shooter,M,X360,8.7,9,,3.52,2.66,0.49,0.05,0.31,2008,http://www.vgchartz.com/game/13868/left-4-dead/?region=All,/games/boxart/full_5792279AmericaFrontccc.jpg,89,7.9
Left 4 Dead,17-Nov-08,9.99,"5,000,000-10,000,000",Valve,Valve,88,73,17603,Shooter,M,PC,8.6,8.5,,0.02,,0.02,,0,2008,http://www.vgchartz.com/game/21979/left-4-dead/?region=All,/games/boxart/full_5094204AmericaFrontccc.jpg,89,9.1
Left 4 Dead 2,16-Nov-09,9.99,"10,000,000-20,000,000",Valve,Valve,131,73,382,Shooter,M,X360,9,,,3.97,2.67,0.88,0.05,0.38,2009,http://www.vgchartz.com/game/35020/left-4-dead-2/?region=All,/games/boxart/full_2455613AmericaFrontccc.jpg,89,8.6
Left 4 Dead 2,16-Nov-09,9.99,"10,000,000-20,000,000",Valve,Valve,131,73,5932,Shooter,M,PC,9,,,0.36,,0.32,,0.04,2009,http://www.vgchartz.com/game/35022/left-4-dead-2/?region=All,/games/boxart/full_3774577AmericaFrontccc.jpg,89,8.4
Legend of Dungeon,13-Sep-13,9.99,"200,000-500,000",Robot Loves Kitty,SNK CORPORATION,0,0,8608,Role-Playing,,PC,,,0.21,,,,,,2018,http://www.vgchartz.com/game/223723/legend-of-dungeon/?region=All,/games/boxart/full_3653449AmericaFrontccc.jpg,62,7.5
Legend of Grimrock,11-Apr-12,14.99,"500,000-1,000,000",Almost Human Games,Almost Human Games,0,0,3119,Misc,,PC,,,0.76,,,,,,2012,http://www.vgchartz.com/game/71183/legend-of-grimrock/?region=All,/games/boxart/full_2112305AmericaFrontccc.jpg,82,8.1
Legend of Kay Anniversary,27-Jul-15,19.99,"20,000-50,000","KAIKO, Neon Studios",THQ Nordic,0,0,13275,Action,E10,PS4,,,,0.08,0.03,0.03,,0.01,2015,http://www.vgchartz.com/game/85435/legend-of-kay-anniversary/?region=All,/games/boxart/full_4812134PALFrontccc.jpg,62,5.9
Legend of Kay Anniversary,27-Jul-15,19.99,"20,000-50,000","KAIKO, Neon Studios",THQ Nordic,0,0,14144,Action,E10,PS4,,,,0.07,,0.06,,0.01,2015,http://www.vgchartz.com/game/85772/legend-of-kay-anniversary/?region=All,/games/boxart/full_9212248AmericaFrontccc.jpg,62,5.9
Legend of Kay Anniversary,27-Jul-15,19.99,"20,000-50,000","KAIKO, Neon Studios",THQ Nordic,0,0,36003,Action,E10,PC,,,,,,,,,2015,http://www.vgchartz.com/game/85770/legend-of-kay-anniversary/?region=All,/games/boxart/full_5245931PALFrontccc.jpg,64,7.5
Legendary,1-Dec-08,1.99,"200,000-500,000",Spark Unlimited,SouthPeak Games,0,0,7541,Shooter,M,X360,4,,,0.26,0.08,0.15,,0.03,2008,http://www.vgchartz.com/game/28744/legendary/?region=All,/games/boxart/full_7866054AmericaFrontccc.jpg,47,7.1
Legendary,1-Dec-08,1.99,"200,000-500,000",Spark Unlimited,SouthPeak Games,0,0,10935,Shooter,M,PS3,4,,,0.13,0.08,0.03,,0.02,2008,http://www.vgchartz.com/game/28743/legendary/?region=All,/games/boxart/full_589771AmericaFrontccc.jpg,50,7.2
Legendary,1-Dec-08,1.99,"200,000-500,000",Spark Unlimited,SouthPeak Games,0,0,18108,Shooter,M,PC,4,,,0.02,,0.02,,0,2008,http://www.vgchartz.com/game/28917/legendary/?region=All,/games/boxart/full_3601540AmericaFrontccc.jpg,50,6.5
Legends of Eisenwald,2-Jul-15,19.99,"100,000-200,000",Aterdux Entertainment,Aterdux Entertainment,0,0,11787,Strategy,,PC,,,0.11,,,,,,2015,http://www.vgchartz.com/game/81452/legends-of-eisenwald/?region=All,/games/boxart/full_5706552AmericaFrontccc.jpg,71,7.7
LEGO Batman 2: DC Super Heroes,22-Jun-12,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,1270,Action-Adventure,E10,X360,,,,1.69,0.9,0.64,,0.15,2012,http://www.vgchartz.com/game/70696/lego-batman-2-dc-super-heroes/?region=All,/games/boxart/full_2766438AmericaFrontccc.jpg,79,7.2
LEGO Batman 2: DC Super Heroes,22-Jun-12,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,1881,Action-Adventure,E10,PS3,,,,1.23,0.5,0.54,,0.19,2012,http://www.vgchartz.com/game/70697/lego-batman-2-dc-super-heroes/?region=All,/games/boxart/full_724106AmericaFrontccc.jpg,81,7.6
LEGO Batman: The Videogame,29-Sep-08,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,466,Adventure,E10,X360,7.5,,,3.44,2.07,1.04,,0.34,2008,http://www.vgchartz.com/game/13867/lego-batman-the-videogame/?region=All,/games/boxart/full_5558637AmericaFrontccc.jpg,76,7.8
LEGO Batman: The Videogame,29-Sep-08,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,547,Adventure,E10,DS,7.8,,,3.06,1.75,1.02,,0.29,2008,http://www.vgchartz.com/game/18595/lego-batman-the-videogame/?region=All,/games/boxart/full_309389AmericaFrontccc.jpg,72,7.9
LEGO Batman: The Videogame,29-Sep-08,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,1756,Adventure,E10,PS3,7.2,,,1.31,0.72,0.39,,0.19,2008,http://www.vgchartz.com/game/13866/lego-batman-the-videogame/?region=All,/games/boxart/full_2868339AmericaFrontccc.jpg,75,7.9
LEGO Batman: The Videogame,29-Sep-08,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,1815,Adventure,E10,PS2,7.6,,,1.27,0.72,0.03,,0.52,2008,http://www.vgchartz.com/game/19096/lego-batman-the-videogame/?region=All,/games/boxart/full_3585578AmericaFrontccc.jpg,77,8.6
LEGO Batman: The Videogame,29-Sep-08,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,13048,Adventure,E10,PC,7.4,,,0.09,0.04,0.03,,0.01,2008,http://www.vgchartz.com/game/19095/lego-batman-the-videogame/?region=All,/games/boxart/full_5292402AmericaFrontccc.jpg,80,7.7
LEGO City Undercover,4-Apr-17,19.99,"100,000-200,000",Traveller's Tales,TT Games,0,0,3151,Platform,E10,PS4,8,,,0.75,0.17,0.46,0.01,0.12,2017,http://www.vgchartz.com/game/153124/lego-city-undercover/?region=All,/games/boxart/full_3418444AmericaFrontccc.jpg,77,7.3
LEGO DC Super-Villains,16-Oct-18,39.99,"20,000-50,000",TT Games,Warner Bros. Interactive Entertainment,0,0,4900,Action-Adventure,,PS4,,,,0.46,0.22,0.17,,0.08,2018,http://www.vgchartz.com/game/222043/lego-dc-super-villains/?region=All,/games/boxart/full_9250266AmericaFrontccc.jpg,75,7
LEGO Harry Potter: Years 1-4,25-Jun-10,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,838,Adventure,E10,DS,8,,,2.29,1.07,1,,0.22,2010,http://www.vgchartz.com/game/42747/lego-harry-potter-years-1-4/?region=All,/games/boxart/full_lego-harry-potter-years-1-4_3AmericaFront.jpg,72,7.2
LEGO Harry Potter: Years 1-4,25-Jun-10,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,1371,Adventure,E10,X360,7.9,,,1.59,0.95,0.5,,0.14,2010,http://www.vgchartz.com/game/35010/lego-harry-potter-years-1-4/?region=All,/games/boxart/full_lego-harry-potter-years-1-4_4AmericaFront.jpg,79,8
LEGO Harry Potter: Years 1-4,25-Jun-10,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,1672,Adventure,E10,PS3,7.9,,,1.37,0.55,0.61,,0.21,2010,http://www.vgchartz.com/game/35011/lego-harry-potter-years-1-4/?region=All,/games/boxart/full_lego-harry-potter-years-1-4_8AmericaFront.jpg,79,8
LEGO Harry Potter: Years 1-4,25-Jun-10,19.99,"200,000-500,000",TT Games,Warner Bros. Interactive Entertainment,0,0,14922,Adventure,E10,PC,8.2,,,0.05,0.04,0.01,,0.01,2010,http://www.vgchartz.com/game/42748/lego-harry-potter-years-1-4/?region=All,/games/boxart/full_lego-harry-potter-years-1-4_6AmericaFront.jpg,79,7.7
LEGO Harry Potter: Years 5-7,5-Jan-12,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,2381,Action,E10,X360,,,,1.01,0.51,0.41,,0.09,2011,http://www.vgchartz.com/game/51295/lego-harry-potter-years-5-7/?region=All,/games/boxart/full_lego-harry-potter-years-5-7_663AmericaFront.jpg,77,8
LEGO Harry Potter: Years 5-7,5-Jan-12,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,2537,Action,E10,PS3,9,,,0.95,0.36,0.45,,0.15,2011,http://www.vgchartz.com/game/51293/lego-harry-potter-years-5-7/?region=All,/games/boxart/full_lego-harry-potter-years-5-7_890AmericaFront.jpg,76,8.3
LEGO Harry Potter: Years 5-7,5-Jan-12,19.99,"200,000-500,000",Traveller's Tales,Warner Bros. Interactive Entertainment,0,0,5436,Action-Adventure,E10,3DS,,,,0.41,0.18,0.19,,0.03,2011,http://www.vgchartz.com/game/51291/lego-harry-potter-years-5-7/?region=All,/games/boxart/full_305959AmericaFrontccc.jpg,71,6.8
LEGO Indiana Jones 2: The Adventure Continues,18-Feb-10,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,2346,Adventure,E10,X360,,,,1.02,0.62,0.31,,0.09,2009,http://www.vgchartz.com/game/34926/lego-indiana-jones-2-the-adventure-continues/?region=All,/games/boxart/full_363284AmericaFrontccc.jpg,71,7.3
LEGO Indiana Jones 2: The Adventure Continues,18-Feb-10,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,2689,Adventure,E10,PS3,,,,0.9,0.47,0.3,,0.13,2009,http://www.vgchartz.com/game/34922/lego-indiana-jones-2-the-adventure-continues/?region=All,/games/boxart/full_5305540AmericaFrontccc.jpg,70,7.2
LEGO Indiana Jones 2: The Adventure Continues,18-Feb-10,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,15310,Adventure,E10,PC,6.8,,,0.05,0.02,0.03,,0.01,2009,http://www.vgchartz.com/game/34923/lego-indiana-jones-2-the-adventure-continues/?region=All,/games/boxart/full_9680188AmericaFrontccc.jpg,66,7.5
LEGO Indiana Jones: The Original Adventures,8-Jul-09,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,402,Adventure,E10,X360,7.5,,,3.76,2.4,1.01,,0.36,2008,http://www.vgchartz.com/game/15206/lego-indiana-jones-the-original-adventures/?region=All,/games/boxart/full_9630014AmericaFrontccc.jpg,77,7.6
LEGO Indiana Jones: The Original Adventures,8-Jul-09,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,878,Adventure,E,DS,,,,2.2,1.4,0.6,,0.21,2008,http://www.vgchartz.com/game/15200/lego-indiana-jones-the-original-adventures/?region=All,/games/boxart/full_2289063AmericaFrontccc.jpg,80,7.8
LEGO Indiana Jones: The Original Adventures,8-Jul-09,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,1978,Adventure,E10,PSP,7.6,,,1.18,0.4,0.49,,0.3,2008,http://www.vgchartz.com/game/15204/lego-indiana-jones-the-original-adventures/?region=All,/games/boxart/1064785ccc.jpg,76,8
LEGO Indiana Jones: The Original Adventures,8-Jul-09,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,2325,Adventure,E10,PS3,7.7,,,1.03,0.44,0.43,,0.17,2008,http://www.vgchartz.com/game/15203/lego-indiana-jones-the-original-adventures/?region=All,/games/boxart/full_5810252AmericaFrontccc.jpg,77,7.9
LEGO Indiana Jones: The Original Adventures,8-Jul-09,19.99,"50,000-100,000",Traveller's Tales,"LucasArts, Lucasfilm, Disney Interactive",0,0,15780,Adventure,E10,PC,,,,0.04,0.02,0.02,,0,2008,http://www.vgchartz.com/game/15201/lego-indiana-jones-the-original-adventures/?region=All,/games/boxart/full_8521337AmericaFrontccc.jpg,78,7.6
LEGO Jurassic World,11-Jun-15,19.99,"200,000-500,000","TT Games Ltd, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",0,0,1989,Action,E10,PS4,,,,1.18,0.41,0.56,0.02,0.19,2015,http://www.vgchartz.com/game/85089/lego-jurassic-world/?region=All,/games/boxart/full_9968934AmericaFrontccc.jpg,70,7.1
LEGO Jurassic World,11-Jun-15,19.99,"200,000-500,000","TT Games Ltd, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",0,0,6135,Action,E10,PC,,,0.34,,,,,,2015,http://www.vgchartz.com/game/85095/lego-jurassic-world/?region=All,/games/boxart/full_6934249PALFrontccc.jpg,72,7.2
LEGO Marvel Super Heroes 2,14-Nov-17,19.99,"100,000-200,000","TT Games, Feral Interactive (Mac)","Warner Bros. Interactive, Feral Interactive (Mac)",0,0,2121,Action,E10,PS4,,,,1.11,0.33,0.6,0,0.18,2017,http://www.vgchartz.com/game/176549/lego-marvel-super-heroes-2/?region=All,/games/boxart/full_8692814AmericaFrontccc.jpg,73,7.1
LEGO Pirates of the Caribbean: The Video Game,24-May-11,19.99,"100,000-200,000",Traveller's Tales,Disney Interactive,0,0,2315,Action,E10,X360,7.2,,,1.04,0.54,0.4,,0.1,2011,http://www.vgchartz.com/game/48616/lego-pirates-of-the-caribbean-the-video-game/?region=All,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_84AmericaFront.jpg,73,7.1
LEGO Pirates of the Caribbean: The Video Game,24-May-11,19.99,"100,000-200,000",Traveller's Tales,Disney Interactive,0,0,2510,Action,E10,PS3,7.4,,,0.96,0.36,0.44,,0.16,2011,http://www.vgchartz.com/game/48617/lego-pirates-of-the-caribbean-the-video-game/?region=All,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_953AmericaFront.jpg,73,7.3
LEGO Pirates of the Caribbean: The Video Game,24-May-11,19.99,"100,000-200,000",Traveller's Tales,Disney Interactive,0,0,3687,Action,E10,3DS,7,,,0.63,0.29,0.28,,0.06,2011,http://www.vgchartz.com/game/50232/lego-pirates-of-the-caribbean-the-video-game/?region=All,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_925AmericaFront.jpg,71,7.1
LEGO Pirates of the Caribbean: The Video Game,24-May-11,19.99,"100,000-200,000",Traveller's Tales,Disney Interactive,0,0,15802,Action,E10,PC,,,,0.04,0.04,,,0,2011,http://www.vgchartz.com/game/48621/lego-pirates-of-the-caribbean-the-video-game/?region=All,/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_618AmericaFront.jpg,73,6.9
LEGO The Hobbit,10-Apr-14,,"500,000-1,000,000","Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",0,0,3723,Action-Adventure,E10,PS4,,,,0.62,0.14,0.39,,0.1,2014,http://www.vgchartz.com/game/78939/lego-the-hobbit/?region=All,/games/boxart/full_3456088AmericaFrontccc.jpg,72,6.6
LEGO The Incredibles,15-Jun-18,39.99,"0-20,000","TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",0,0,4320,Action,E10,PS4,6.5,,,0.53,0.18,0.27,,0.09,2018,http://www.vgchartz.com/game/221758/lego-the-incredibles/?region=All,/games/boxart/full_5512037AmericaFrontccc.jpg,69,4.8
LEGO The Lord of the Rings,27-Nov-12,,"500,000-1,000,000",Traveller's Tales,Warner Bros. Interactive Entertainment,40,26,1871,Misc,,X360,,,,1.24,0.64,0.5,,0.1,2012,http://www.vgchartz.com/game/71121/lego-the-lord-of-the-rings/?region=All,/games/boxart/full_3697632AmericaFrontccc.jpg,80,8.4
LEGO The Lord of the Rings,27-Nov-12,,"500,000-1,000,000",Traveller's Tales,Warner Bros. Interactive Entertainment,40,26,2263,Misc,,PS3,,,,1.06,0.37,0.52,,0.16,2012,http://www.vgchartz.com/game/71120/lego-the-lord-of-the-rings/?region=All,/games/boxart/full_8174475AmericaFrontccc.jpg,82,8.3
LEGO Worlds,7-Mar-17,29.99,"500,000-1,000,000","TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,0,0,2074,Misc,,PS4,,,,1.14,0.21,0.72,0.04,0.17,2017,http://www.vgchartz.com/game/153434/lego-worlds/?region=All,/games/boxart/full_1309816JapanFrontccc.jpg,66,6.6
LEGO Worlds,7-Mar-17,29.99,"500,000-1,000,000","TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,0,0,3159,Misc,,PC,,,0.75,,,,,,2015,http://www.vgchartz.com/game/85652/lego-worlds/?region=All,/games/boxart/full_4413661PALFrontccc.jpg,71,6.3
