,game,release_date,Platform,Genre,developer,owners,publisher,price,Rank,average_playtime,median_playtime,metascore_x,Year,metascore_y,userscore
162,Dead Space,20-Oct-08,PC,Shooter,EA Redwood Shores,"2,000,000-5,000,000",Electronic Arts,19.99,3895,0.0,0.0,86.0,2008.0,86,8
163,World of Goo,13-Oct-08,PC,Puzzle,2D BOY,"1,000,000-2,000,000",2D BOY,14.99,16348,0.0,0.0,90.0,2008.0,90,8.5
164,Mass Effect,28-May-08,X360,Role-Playing,BioWare,"1,000,000-2,000,000",Electronic Arts,19.99,593,85.0,28.0,89.0,2007.0,91,8.7
165,Mass Effect,28-May-08,PC,Role-Playing,BioWare,"1,000,000-2,000,000",Electronic Arts,19.99,3496,85.0,28.0,89.0,2008.0,89,8.6
167,Call of Duty: World at War,18-Nov-08,X360,Shooter,Treyarch,"1,000,000-2,000,000",Activision,19.99,131,0.0,0.0,83.0,2008.0,84,7.6
168,Call of Duty: World at War,18-Nov-08,PS3,Shooter,Treyarch,"1,000,000-2,000,000",Activision,19.99,213,0.0,0.0,83.0,2008.0,85,7.6
169,Call of Duty: World at War,18-Nov-08,DS,Shooter,Treyarch,"1,000,000-2,000,000",Activision,19.99,2715,0.0,0.0,83.0,2008.0,75,7.8
170,Call of Duty: World at War,18-Nov-08,PC,Shooter,Treyarch,"1,000,000-2,000,000",Activision,19.99,9329,0.0,0.0,83.0,2008.0,83,7.5
171,Sid Meier's Civilization IV: Colonization,23-Sep-08,PC,Strategy,Firaxis Games,"1,000,000-2,000,000",2K,19.99,44645,0.0,0.0,83.0,2008.0,83,6.8
172,Tomb Raider: Underworld,21-Nov-08,PS3,Adventure,Crystal Dynamics,"1,000,000-2,000,000",Square Enix,8.99,1838,0.0,0.0,80.0,2008.0,75,7.1
173,Tomb Raider: Underworld,21-Nov-08,X360,Adventure,Crystal Dynamics,"1,000,000-2,000,000",Square Enix,8.99,2233,0.0,0.0,80.0,2008.0,76,6.7
174,Tomb Raider: Underworld,21-Nov-08,DS,Adventure,Crystal Dynamics,"1,000,000-2,000,000",Square Enix,8.99,9058,0.0,0.0,80.0,2008.0,70,8.4
175,Tomb Raider: Underworld,21-Nov-08,PC,Adventure,Crystal Dynamics,"1,000,000-2,000,000",Square Enix,8.99,13482,0.0,0.0,80.0,2008.0,80,7.7
176,Mount & Blade,3-Nov-08,PC,Role-Playing,TaleWorlds Entertainment,"1,000,000-2,000,000",TaleWorlds Entertainment,9.99,17649,1872.0,624.0,72.0,2008.0,72,8.6
177,Bully: Scholarship Edition,21-Oct-08,X360,Action,Rockstar New England,"1,000,000-2,000,000",Rockstar Games,14.99,2192,1.0,0.0,72.0,2008.0,80,8.3
178,Bully: Scholarship Edition,21-Oct-08,PC,Action,Rockstar New England,"1,000,000-2,000,000",Rockstar Games,14.99,17225,1.0,0.0,72.0,2008.0,72,7.5
179,Fallout 3,28-Oct-08,X360,Role-Playing,Bethesda Game Studios,"500,000-1,000,000",Bethesda Softworks,9.99,264,0.0,0.0,91.0,2008.0,93,8.5
180,Fallout 3,28-Oct-08,PS3,Role-Playing,Bethesda Game Studios,"500,000-1,000,000",Bethesda Softworks,9.99,377,0.0,0.0,91.0,2008.0,90,8
181,Fallout 3,28-Oct-08,PC,Role-Playing,Bethesda Game Studios,"500,000-1,000,000",Bethesda Softworks,9.99,2481,0.0,0.0,91.0,2008.0,91,7.8
182,Far Cry,1-Apr-08,PC,Shooter,Crytek Studios,"500,000-1,000,000",Ubisoft,9.99,734,0.0,0.0,89.0,2004.0,89,8
183,Max Payne,4-Jan-08,PS2,Shooter,Remedy Entertainment,"500,000-1,000,000",Rockstar Games,9.99,493,0.0,0.0,89.0,2001.0,80,8.4
184,Max Payne,4-Jan-08,GBA,Action,Remedy Entertainment,"500,000-1,000,000",Rockstar Games,9.99,17006,0.0,0.0,89.0,2003.0,78,8.3
185,Max Payne,4-Jan-08,PC,Shooter,Remedy Entertainment,"500,000-1,000,000",Rockstar Games,9.99,17764,0.0,0.0,89.0,2001.0,89,9.1
186,Max Payne 2: The Fall of Max Payne,4-Jan-08,PS2,Shooter,Remedy Entertainment,"500,000-1,000,000",Rockstar Games,9.99,1715,0.0,0.0,86.0,2003.0,73,8.2
187,Max Payne 2: The Fall of Max Payne,4-Jan-08,PC,Shooter,Remedy Entertainment,"500,000-1,000,000",Rockstar Games,9.99,17106,0.0,0.0,86.0,2003.0,86,8.9
188,Command & Conquer: Red Alert 3,28-Oct-08,PC,Strategy,EA Los Angeles,"500,000-1,000,000",Electronic Arts,19.99,3508,0.0,0.0,82.0,2008.0,82,6.8
189,Command & Conquer: Red Alert 3,28-Oct-08,X360,Strategy,EA Los Angeles,"500,000-1,000,000",Electronic Arts,19.99,4978,0.0,0.0,82.0,2008.0,77,7.2
190,Defense Grid: The Awakening,8-Dec-08,PC,Strategy,Hidden Path Entertainment,"500,000-1,000,000",Hidden Path Entertainment,9.99,4151,303.0,101.0,81.0,2008.0,81,8.8
191,S.T.A.L.K.E.R.: Clear Sky,15-Sep-08,PC,Shooter,GSC Game World,"500,000-1,000,000",GSC World Publishing,9.99,16343,0.0,0.0,75.0,2008.0,75,7.7
192,X3: Terran Conflict,16-Oct-08,PC,Simulation,Egosoft,"500,000-1,000,000",Egosoft,15.99,4701,0.0,0.0,73.0,2009.0,73,7.9
193,X-COM: Enforcer,4-Sep-08,PC,Shooter,"MicroProse Software, Inc","500,000-1,000,000",2K,4.99,51920,0.0,0.0,65.0,2001.0,65,6.6
195,Tom Clancy's Splinter Cell,1-Apr-08,PS2,Action,Ubisoft,"200,000-500,000",Ubisoft,9.99,683,0.0,0.0,91.0,2003.0,89,7.8
196,Tom Clancy's Splinter Cell,1-Apr-08,GC,Action,Ubisoft,"200,000-500,000",Ubisoft,9.99,8066,0.0,0.0,91.0,2003.0,89,8.6
197,Tom Clancy's Splinter Cell,1-Apr-08,GBA,Shooter,Ubisoft,"200,000-500,000",Ubisoft,9.99,12456,0.0,0.0,91.0,2003.0,77,8.8
198,Tom Clancy's Splinter Cell,1-Apr-08,PC,Shooter,Ubisoft,"200,000-500,000",Ubisoft,9.99,19859,0.0,0.0,91.0,2003.0,91,8.5
199,Prince of Persia: The Sands of Time,21-Nov-08,PS2,Adventure,Kudosoft,"200,000-500,000",Ubisoft,9.99,870,7.0,2.0,89.0,2003.0,92,8.7
200,Prince of Persia: The Sands of Time,21-Nov-08,GC,Adventure,Kudosoft,"200,000-500,000",Ubisoft,9.99,6435,7.0,2.0,89.0,2003.0,92,8.2
201,Prince of Persia: The Sands of Time,21-Nov-08,GBA,Adventure,Kudosoft,"200,000-500,000",Ubisoft,9.99,10269,7.0,2.0,89.0,2003.0,75,8.8
202,Prince of Persia: The Sands of Time,21-Nov-08,PC,Adventure,Kudosoft,"200,000-500,000",Ubisoft,9.99,20677,7.0,2.0,89.0,2003.0,89,8.6
203,IL-2 Sturmovik: 1946,13-Jun-08,PC,Simulation,1C: Maddox Games,"200,000-500,000",1C Entertainment,9.99,15777,0.0,0.0,86.0,2007.0,86,8.8
204,Prince of Persia: Warrior Within,21-Nov-08,PS2,Adventure,Ubisoft,"200,000-500,000",Ubisoft,9.99,1324,0.0,0.0,83.0,2004.0,83,8.5
205,Prince of Persia: Warrior Within,21-Nov-08,GC,Adventure,Ubisoft,"200,000-500,000",Ubisoft,9.99,8914,0.0,0.0,83.0,2004.0,83,7.8
206,Prince of Persia: Warrior Within,21-Nov-08,PC,Adventure,Ubisoft,"200,000-500,000",Ubisoft,9.99,20905,0.0,0.0,83.0,2004.0,83,8.5
207,Prince of Persia,10-Dec-08,PS3,Adventure,Ubisoft Montreal,"200,000-500,000",Ubisoft,9.99,2224,28.0,9.0,82.0,2008.0,85,7.4
208,Prince of Persia,10-Dec-08,X360,Adventure,Ubisoft Montreal,"200,000-500,000",Ubisoft,9.99,2379,28.0,9.0,82.0,2008.0,81,7.1
209,Aquaria,15-Dec-08,PC,Adventure,"Bit Blot, LLC","200,000-500,000","Bit Blot, LLC",9.99,9860,0.0,0.0,82.0,2007.0,82,8.1
210,LEGO Batman: The Videogame,29-Sep-08,X360,Adventure,Traveller's Tales,"200,000-500,000",Warner Bros. Interactive Entertainment,19.99,466,0.0,0.0,80.0,2008.0,76,7.8
211,LEGO Batman: The Videogame,29-Sep-08,DS,Adventure,Traveller's Tales,"200,000-500,000",Warner Bros. Interactive Entertainment,19.99,547,0.0,0.0,80.0,2008.0,72,7.9
212,LEGO Batman: The Videogame,29-Sep-08,PS3,Adventure,Traveller's Tales,"200,000-500,000",Warner Bros. Interactive Entertainment,19.99,1756,0.0,0.0,80.0,2008.0,75,7.9
213,LEGO Batman: The Videogame,29-Sep-08,PS2,Adventure,Traveller's Tales,"200,000-500,000",Warner Bros. Interactive Entertainment,19.99,1815,0.0,0.0,80.0,2008.0,77,8.6
214,LEGO Batman: The Videogame,29-Sep-08,PC,Adventure,Traveller's Tales,"200,000-500,000",Warner Bros. Interactive Entertainment,19.99,13048,0.0,0.0,80.0,2008.0,80,7.7
215,FlatOut: Ultimate Carnage,26-Aug-08,X360,Racing,Bugbear Entertainment,"200,000-500,000",Strategy First,19.99,12123,0.0,0.0,79.0,2007.0,80,8.5
216,FlatOut: Ultimate Carnage,26-Aug-08,PC,Racing,Bugbear Entertainment,"200,000-500,000",Strategy First,19.99,18927,0.0,0.0,79.0,2008.0,79,7.6
217,Peggle Nights,15-Oct-08,PC,Puzzle,"PopCap Games, Inc.","200,000-500,000","PopCap Games, Inc.",4.99,9312,0.0,0.0,76.0,2008.0,76,7.6
218,Manhunt,4-Jan-08,PS2,Action,Rockstar North,"200,000-500,000",Rockstar Games,9.99,1808,0.0,0.0,75.0,2003.0,76,8.3
219,Manhunt,4-Jan-08,PC,Action,Rockstar North,"200,000-500,000",Rockstar Games,9.99,20839,0.0,0.0,75.0,2004.0,75,7.7
220,Frontlines: Fuel of War,27-Feb-08,X360,Shooter,Kaos Studios,"200,000-500,000",THQ Nordic,19.99,4167,0.0,0.0,73.0,2008.0,75,7.7
221,Frontlines: Fuel of War,27-Feb-08,PC,Shooter,Kaos Studios,"200,000-500,000",THQ Nordic,19.99,17631,0.0,0.0,73.0,2008.0,73,6.9
222,Legendary,1-Dec-08,X360,Shooter,Spark Unlimited,"200,000-500,000",SouthPeak Games,1.99,7541,0.0,0.0,50.0,2008.0,47,7.1
223,Legendary,1-Dec-08,PS3,Shooter,Spark Unlimited,"200,000-500,000",SouthPeak Games,1.99,10935,0.0,0.0,50.0,2008.0,50,7.2
224,Legendary,1-Dec-08,PC,Shooter,Spark Unlimited,"200,000-500,000",SouthPeak Games,1.99,18108,0.0,0.0,50.0,2008.0,50,6.5
225,Silent Hunter III,13-Jun-08,PC,Simulation,Ubisoft,"100,000-200,000",Ubisoft,9.99,13567,0.0,0.0,90.0,2005.0,90,7.7
226,Tom Clancy's Ghost Recon,15-Jul-08,PS2,Shooter,Red Storm Entertainment,"100,000-200,000",Ubisoft,9.99,1060,0.0,0.0,80.0,2002.0,63,7.7
227,Tom Clancy's Ghost Recon,15-Jul-08,GC,Shooter,Red Storm Entertainment,"100,000-200,000",Ubisoft,9.99,10476,0.0,0.0,80.0,2003.0,59,5.4
228,Tom Clancy's Ghost Recon,15-Jul-08,PC,Shooter,Red Storm Entertainment,"100,000-200,000",Ubisoft,9.99,49411,0.0,0.0,80.0,2001.0,80,8
229,Brothers in Arms: Hell's Highway,8-Oct-08,PC,Shooter,Gearbox Software,"100,000-200,000",Ubisoft,9.99,17536,0.0,0.0,79.0,2008.0,79,7.7
230,Crazy Machines 2,20-Jun-08,PC,Puzzle,Fakt Software,"100,000-200,000",Viva Media,9.99,27217,0.0,0.0,72.0,2008.0,72,7.4
231,Silent Hunter: Wolves of the Pacific,13-Jun-08,PC,Simulation,Ubisoft Romania,"50,000-100,000",Ubisoft,9.99,15561,0.0,0.0,79.0,2007.0,79,7.1
232,Bejeweled Twist,18-Nov-08,DS,Puzzle,"PopCap Games, Inc.","50,000-100,000","PopCap Games, Inc.",4.99,12546,0.0,0.0,78.0,2010.0,77,tbd
233,Bejeweled Twist,18-Nov-08,PC,Puzzle,"PopCap Games, Inc.","50,000-100,000","PopCap Games, Inc.",4.99,15196,0.0,0.0,78.0,2008.0,78,7.3
234,Pacific Storm,24-Jun-08,PC,Strategy,"Buka Entertainment, Lesta Studio","50,000-100,000",Buka Entertainment,7.99,40357,0.0,0.0,67.0,2006.0,67,5.9
235,Hinterland,30-Sep-08,PC,Strategy,"Tilted Mill Entertainment, Inc.","50,000-100,000","Tilted Mill Entertainment, Inc.",9.99,33529,0.0,0.0,65.0,2008.0,65,6.7
236,Conflict: Denied Ops,8-Feb-08,X360,Shooter,Pivotal Games,"50,000-100,000",Square Enix,5.99,9004,0.0,0.0,58.0,2008.0,52,4.9
237,Conflict: Denied Ops,8-Feb-08,PS3,Shooter,Pivotal Games,"50,000-100,000",Square Enix,5.99,9129,0.0,0.0,58.0,2008.0,51,3.1
238,Conflict: Denied Ops,8-Feb-08,PC,Shooter,Pivotal Games,"50,000-100,000",Square Enix,5.99,18847,0.0,0.0,58.0,2008.0,58,4.8
239,Act of War: Direct Action,12-Mar-08,PC,Strategy,Eugen Systems,"20,000-50,000",THQ Nordic,2.99,20559,0.0,0.0,82.0,2005.0,82,8.2
241,Jack Keane,27-Jun-08,PC,Adventure,Deck13,"20,000-50,000",Deck13,9.99,17044,0.0,0.0,69.0,2008.0,69,6.9
242,The Club,20-Feb-08,X360,Shooter,Bizarre Creations,"20,000-50,000",SEGA,14.99,7250,0.0,0.0,67.0,2008.0,76,6.8
243,The Club,20-Feb-08,PS3,Shooter,Bizarre Creations,"20,000-50,000",SEGA,14.99,8032,0.0,0.0,67.0,2008.0,72,6.1
244,The Club,20-Feb-08,PC,Shooter,Bizarre Creations,"20,000-50,000",SEGA,14.99,20656,0.0,0.0,67.0,2008.0,67,6.3
245,Cold Fear,13-May-08,PS2,Action,Darkworks,"20,000-50,000",Ubisoft,9.99,11776,0.0,0.0,66.0,2005.0,68,7.9
246,Cold Fear,13-May-08,PC,Action,Darkworks,"20,000-50,000",Ubisoft,9.99,20740,0.0,0.0,66.0,2005.0,66,7.6
247,Chronicles of Mystery: The Scorpio Ritual,26-Nov-08,PC,Adventure,City Interactive S.A.,"20,000-50,000",City Interactive S.A.,0.99,19443,0.0,0.0,62.0,2008.0,62,5.6
248,Rayman Raving Rabbids,13-Jun-08,X360,Misc,"Ubisoft Bulgaria, Ubisoft Montpellier","20,000-50,000",Ubisoft,9.99,8588,0.0,0.0,58.0,2007.0,67,7.6
249,Rayman Raving Rabbids,13-Jun-08,DS,Misc,"Ubisoft Bulgaria, Ubisoft Montpellier","20,000-50,000",Ubisoft,9.99,10488,0.0,0.0,58.0,2007.0,56,6.8
250,Rayman Raving Rabbids,13-Jun-08,PS2,Misc,"Ubisoft Bulgaria, Ubisoft Montpellier","20,000-50,000",Ubisoft,9.99,42478,0.0,0.0,58.0,2006.0,64,7.2
251,The Sum of All Fears,10-Oct-08,GBA,Action,Red Storm Entertainment,"0-20,000",Ubisoft,9.99,16140,0.0,0.0,72.0,2002.0,69,tbd
252,The Sum of All Fears,10-Oct-08,GC,Shooter,Red Storm Entertainment,"0-20,000",Ubisoft,9.99,16438,0.0,0.0,72.0,2003.0,36,3.4
253,The Sum of All Fears,10-Oct-08,PC,Shooter,Red Storm Entertainment,"0-20,000",Ubisoft,9.99,48865,0.0,0.0,72.0,2002.0,72,7.2
254,Left 4 Dead 2,16-Nov-09,X360,Shooter,Valve,"10,000,000-20,000,000",Valve,9.99,382,131.0,73.0,89.0,2009.0,89,8.6
255,Left 4 Dead 2,16-Nov-09,PC,Shooter,Valve,"10,000,000-20,000,000",Valve,9.99,5932,131.0,73.0,89.0,2009.0,89,8.4
256,Call of Duty: Modern Warfare 2,12-Nov-09,X360,Shooter,Infinity Ward,"5,000,000-10,000,000",Activision,19.99,50,227.0,75.0,86.0,2009.0,94,6.4
257,Call of Duty: Modern Warfare 2,12-Nov-09,PS3,Shooter,Infinity Ward,"5,000,000-10,000,000",Activision,19.99,79,227.0,75.0,86.0,2009.0,94,6.4
258,Call of Duty: Modern Warfare 2,12-Nov-09,PC,Shooter,Infinity Ward,"5,000,000-10,000,000",Activision,19.99,2734,227.0,75.0,86.0,2009.0,86,4.3
259,Killing Floor,14-May-09,PC,Shooter,Tripwire Interactive,"5,000,000-10,000,000",Tripwire Interactive,19.99,35328,84.0,28.0,72.0,2009.0,72,8.6
260,Burnout Paradise: The Ultimate Box,12-Mar-09,PC,Racing,Criterion Games,"2,000,000-5,000,000",Electronic Arts,19.99,12769,0.0,0.0,87.0,2009.0,87,7.6
261,"Warhammer 40,000: Dawn of War II",18-Feb-09,PC,Strategy,"Relic Entertainment, Feral Interactive (Mac/Linux)","2,000,000-5,000,000","SEGA, Feral Interactive (Mac/Linux)",4.99,4823,31.0,10.0,85.0,2009.0,85,8.1
262,Mirror's Edge,14-Jan-09,X360,Platform,DICE,"2,000,000-5,000,000",Electronic Arts,19.99,2013,93.0,31.0,81.0,2008.0,79,7.6
263,Mirror's Edge,14-Jan-09,PS3,Platform,DICE,"2,000,000-5,000,000",Electronic Arts,19.99,2082,93.0,31.0,81.0,2008.0,79,7.8
264,Mirror's Edge,14-Jan-09,PC,Platform,DICE,"2,000,000-5,000,000",Electronic Arts,19.99,14931,93.0,31.0,81.0,2009.0,81,8.1
265,Saints Row 2,28-Jan-09,X360,Action,Volition,"2,000,000-5,000,000",Deep Silver,9.99,542,0.0,0.0,72.0,2008.0,81,8.2
266,Saints Row 2,28-Jan-09,PS3,Action,Volition,"2,000,000-5,000,000",Deep Silver,9.99,1272,0.0,0.0,72.0,2008.0,82,8
267,Saints Row 2,28-Jan-09,PC,Action,Volition,"2,000,000-5,000,000",Deep Silver,9.99,16240,0.0,0.0,72.0,2009.0,72,6.8
268,Company of Heroes: Tales of Valor,8-Apr-09,PC,Strategy,Relic Entertainment,"2,000,000-5,000,000",SEGA,19.99,15891,0.0,0.0,70.0,2009.0,70,7.2
269,Braid,10-Apr-09,PC,Platform,Number None,"1,000,000-2,000,000",Number None,14.99,2366,0.0,0.0,90.0,2009.0,90,8.6
270,Torchlight,27-Oct-09,PC,Role-Playing,Runic Games,"1,000,000-2,000,000",Runic Games,14.99,13758,0.0,0.0,83.0,2009.0,83,8
271,Overlord,12-Nov-09,X360,Adventure,"Triumph Studios, Virtual Programming","1,000,000-2,000,000",Codemasters,4.99,5475,0.0,0.0,81.0,2007.0,76,8.3
272,Overlord,12-Nov-09,PC,Adventure,"Triumph Studios, Virtual Programming","1,000,000-2,000,000",Codemasters,4.99,17704,0.0,0.0,81.0,2007.0,81,8
273,Tropico 3,20-Oct-09,X360,Strategy,Haemimont Games,"1,000,000-2,000,000",Kalypso Media Digital,9.99,8384,0.0,0.0,79.0,2010.0,75,6.7
274,Tropico 3,20-Oct-09,PC,Strategy,Haemimont Games,"1,000,000-2,000,000",Kalypso Media Digital,9.99,15625,0.0,0.0,79.0,2009.0,79,8.1
275,Overlord II,24-Jun-09,X360,Action,"Triumph Studios, Virtual Programming","1,000,000-2,000,000",Codemasters,9.99,6420,0.0,0.0,79.0,2009.0,75,7.3
276,Overlord II,24-Jun-09,PS3,Action,"Triumph Studios, Virtual Programming","1,000,000-2,000,000",Codemasters,9.99,6505,0.0,0.0,79.0,2009.0,72,7.6
277,Overlord II,24-Jun-09,PC,Action,"Triumph Studios, Virtual Programming","1,000,000-2,000,000",Codemasters,9.99,16659,0.0,0.0,79.0,2009.0,79,8.1
278,F.E.A.R. 2: Project Origin,12-Feb-09,X360,Shooter,Monolith,"1,000,000-2,000,000",Warner Bros. Interactive Entertainment,14.99,4398,0.0,0.0,79.0,2009.0,77,8
279,F.E.A.R. 2: Project Origin,12-Feb-09,PS3,Shooter,Monolith,"1,000,000-2,000,000",Warner Bros. Interactive Entertainment,14.99,4783,0.0,0.0,79.0,2009.0,79,7.9
280,F.E.A.R. 2: Project Origin,12-Feb-09,PC,Shooter,Monolith,"1,000,000-2,000,000",Warner Bros. Interactive Entertainment,14.99,12662,0.0,0.0,79.0,2009.0,79,7.8
283,Serious Sam HD: The First Encounter,24-Nov-09,PC,Shooter,Croteam,"1,000,000-2,000,000",Devolver Digital,14.99,2344,0.0,0.0,68.0,2009.0,68,8.1
284,Dragon Age: Origins,6-Nov-09,X360,Role-Playing,BioWare,"500,000-1,000,000",Electronic Arts,19.99,717,0.0,0.0,91.0,2009.0,86,7.9
285,Dragon Age: Origins,6-Nov-09,PS3,Role-Playing,BioWare,"500,000-1,000,000",Electronic Arts,19.99,1286,0.0,0.0,91.0,2009.0,87,8
286,Dragon Age: Origins,6-Nov-09,PC,Role-Playing,BioWare,"500,000-1,000,000",Electronic Arts,19.99,4527,0.0,0.0,91.0,2009.0,91,8.7
287,The Secret of Monkey Island: Special Edition,15-Jul-09,PC,Adventure,LucasArts,"500,000-1,000,000","LucasArts, Lucasfilm, Disney Interactive",9.99,48759,0.0,0.0,86.0,2009.0,86,8.9
288,Machinarium,16-Oct-09,PC,Adventure,Amanita Design,"500,000-1,000,000",Amanita Design,9.99,3796,0.0,0.0,85.0,2009.0,85,8.7
289,Command & Conquer 3: Tiberium Wars,13-Nov-09,X360,Strategy,EA Los Angeles,"500,000-1,000,000",Electronic Arts,14.99,5256,141.0,47.0,85.0,2007.0,82,7.2
290,Command & Conquer 3: Tiberium Wars,13-Nov-09,PC,Strategy,EA Los Angeles,"500,000-1,000,000",Electronic Arts,14.99,14183,141.0,47.0,85.0,2007.0,85,8
291,Osmos,18-Aug-09,PC,Misc,Hemisphere Games,"500,000-1,000,000",Hemisphere Games,9.99,5367,0.0,0.0,80.0,2009.0,80,7.6
292,Crayon Physics Deluxe,6-May-09,PC,Puzzle,Kloonigames,"500,000-1,000,000",Kloonigames,19.99,27179,0.0,0.0,79.0,2009.0,79,7.6
293,Hearts of Iron III,7-Aug-09,PC,Strategy,Paradox Development Studio,"500,000-1,000,000",Paradox Interactive,9.99,12799,0.0,0.0,77.0,2009.0,77,7.1
294,Risen,2-Oct-09,X360,Role-Playing,Piranha Bytes,"500,000-1,000,000",Deep Silver,9.99,9149,0.0,0.0,77.0,2010.0,60,6.4
295,Risen,2-Oct-09,PC,Role-Playing,Piranha Bytes,"500,000-1,000,000",Deep Silver,9.99,10838,0.0,0.0,77.0,2009.0,77,8.1
296,Sniper Elite,16-Jul-09,PS2,Shooter,Rebellion,"500,000-1,000,000",Rebellion,7.99,8951,8.0,2.0,76.0,2005.0,76,8.7
297,Sniper Elite,16-Jul-09,PC,Shooter,Rebellion,"500,000-1,000,000",Rebellion,7.99,18444,8.0,2.0,76.0,2005.0,76,7.8
298,Operation Flashpoint: Dragon Rising,6-Oct-09,X360,Shooter,Codemasters Studios,"500,000-1,000,000",Codemasters,9.99,2607,0.0,0.0,76.0,2009.0,77,7.6
299,Operation Flashpoint: Dragon Rising,6-Oct-09,PS3,Shooter,Codemasters Studios,"500,000-1,000,000",Codemasters,9.99,2658,0.0,0.0,76.0,2009.0,76,6.5
300,Operation Flashpoint: Dragon Rising,6-Oct-09,PC,Shooter,Codemasters Studios,"500,000-1,000,000",Codemasters,9.99,13860,0.0,0.0,76.0,2009.0,76,4.9
301,And Yet It Moves,2-Apr-09,PC,Platform,Broken Rules,"500,000-1,000,000",Broken Rules,9.99,6384,0.0,0.0,75.0,2009.0,75,6.2
303,Gratuitous Space Battles,16-Nov-09,PC,Strategy,Positech Games,"500,000-1,000,000",Positech Games,14.99,32520,0.0,0.0,72.0,2009.0,72,6.8
306,Red Faction II,6-Aug-09,PS2,Shooter,Volition,"500,000-1,000,000",THQ Nordic,9.99,1472,0.0,0.0,64.0,2002.0,84,8.1
307,Red Faction II,6-Aug-09,GC,Shooter,Volition,"500,000-1,000,000",THQ Nordic,9.99,16378,0.0,0.0,64.0,2003.0,79,7.8
308,Red Faction II,6-Aug-09,PC,Shooter,Volition,"500,000-1,000,000",THQ Nordic,9.99,20778,0.0,0.0,64.0,2003.0,64,5.7
309,Gothic 3,2-Dec-09,PC,Role-Playing,Piranha Bytes,"500,000-1,000,000",THQ Nordic,9.99,4564,0.0,0.0,63.0,2006.0,63,7.5
310,X-Blades,30-Apr-09,X360,Action,Gaijin Entertainment,"500,000-1,000,000",Topware Interactive,9.99,10707,313.0,183.0,54.0,2009.0,50,5.5
311,X-Blades,30-Apr-09,PS3,Action,Gaijin Entertainment,"500,000-1,000,000",Topware Interactive,9.99,10849,313.0,183.0,54.0,2009.0,50,5.9
312,X-Blades,30-Apr-09,PC,Action,Gaijin Entertainment,"500,000-1,000,000",Topware Interactive,9.99,21205,313.0,183.0,54.0,2009.0,54,6.3
313,Overlord: Raising Hell,12-Nov-09,PS3,Adventure,"Triumph Studios, Virtual Programming","500,000-1,000,000",Codemasters,9.99,11402,0.0,0.0,,2008.0,72,7.8
314,Freedom Force,29-May-09,PC,Role-Playing,Irrational Games,"200,000-500,000",2K,4.99,21117,0.0,0.0,90.0,2002.0,90,7.7
315,Need for Speed: Shift,6-Oct-09,PS3,Racing,Slightly Mad Studios,"200,000-500,000",Electronic Arts,19.99,682,0.0,0.0,83.0,2009.0,84,6.9
316,Need for Speed: Shift,6-Oct-09,X360,Racing,Slightly Mad Studios,"200,000-500,000",Electronic Arts,19.99,1071,0.0,0.0,83.0,2009.0,83,6.5
317,Need for Speed: Shift,6-Oct-09,PSP,Racing,Slightly Mad Studios,"200,000-500,000",Electronic Arts,19.99,3178,0.0,0.0,83.0,2009.0,69,6.5
318,Need for Speed: Shift,6-Oct-09,PC,Racing,Slightly Mad Studios,"200,000-500,000",Electronic Arts,19.99,14706,0.0,0.0,83.0,2009.0,83,5.8
319,King's Bounty: Armored Princess,19-Nov-09,PC,Strategy,Katauri Interactive,"200,000-500,000",1C Entertainment,9.99,19078,0.0,0.0,82.0,2009.0,82,8.6
320,Dawn of Discovery,23-Jun-09,PC,Simulation,"Blue Byte, Related Designs","200,000-500,000",Ubisoft,9.99,5864,0.0,0.0,82.0,2009.0,82,8.8
321,Dawn of Discovery,23-Jun-09,DS,Simulation,"Blue Byte, Related Designs","200,000-500,000",Ubisoft,9.99,11959,0.0,0.0,82.0,2009.0,82,7.3
322,Dawn of Discovery,23-Jun-09,PC,Simulation,"Blue Byte, Related Designs","200,000-500,000",Ubisoft,9.99,27885,0.0,0.0,82.0,2009.0,82,8.8
323,Men of War,6-May-09,PC,Strategy,Best Way,"200,000-500,000","1C Entertainment, 1C-SoftClub",4.99,16670,0.0,0.0,80.0,2009.0,80,8
324,AI War: Fleet Command,21-Oct-09,PC,Strategy,"Arcen Games, LLC","200,000-500,000","Arcen Games, LLC",9.99,5822,0.0,0.0,80.0,2009.0,80,8.1
325,King's Bounty: The Legend,1-May-09,PC,Strategy,1C Entertainment,"200,000-500,000",1C Entertainment,6.99,20742,0.0,0.0,79.0,2008.0,79,8.7
326,Call of Juarez: Bound in Blood,2-Jul-09,PS3,Shooter,Techland,"200,000-500,000",Techland Publishing,9.99,2731,8.0,2.0,78.0,2009.0,78,7.7
327,Call of Juarez: Bound in Blood,2-Jul-09,X360,Shooter,Techland,"200,000-500,000",Techland Publishing,9.99,3841,8.0,2.0,78.0,2009.0,77,7.6
328,Call of Juarez: Bound in Blood,2-Jul-09,PC,Shooter,Techland,"200,000-500,000",Techland Publishing,9.99,16565,8.0,2.0,78.0,2009.0,78,8
329,Devil May Cry 4,22-Dec-09,PS3,Action,Capcom,"200,000-500,000",Capcom,19.99,1382,0.0,0.0,78.0,2008.0,84,8.2
330,Devil May Cry 4,22-Dec-09,X360,Action,Capcom,"200,000-500,000",Capcom,19.99,1706,0.0,0.0,78.0,2008.0,84,8.1
